"mdom_ensembl_gid","mdom_gene_name","dnov_ensembl_gid","dnov_gene_name","dnov_homology_type","ocun_ensembl_gid","ocun_gene_name","ocun_homology_type"
"ENSMODG00000015027","DXO","ENSDNOG00000038155","DXO","ortholog_one2one","ENSOCUG00000007029","DXO","ortholog_one2one"
"ENSMODG00000017172","ZMYND19","ENSDNOG00000032254","ZMYND19","ortholog_one2one","ENSOCUG00000012225","ZMYND19","ortholog_one2one"
"ENSMODG00000014979","","ENSDNOG00000048858","","ortholog_one2one","ENSOCUG00000007039","","ortholog_one2one"
"ENSMODG00000017170","DPH7","ENSDNOG00000037396","DPH7","ortholog_one2one","ENSOCUG00000017571","DPH7","ortholog_one2one"
"ENSMODG00000023279","MRPL41","ENSDNOG00000014765","MRPL41","ortholog_one2one","ENSOCUG00000006334","MRPL41","ortholog_one2one"
"ENSMODG00000017152","PNPLA7","ENSDNOG00000017710","PNPLA7","ortholog_one2one","ENSOCUG00000017544","PNPLA7","ortholog_one2one"
"ENSMODG00000017128","NSMF","ENSDNOG00000035540","NSMF","ortholog_one2one","ENSOCUG00000017537","NSMF","ortholog_one2one"
"ENSMODG00000014950","CYP21A2","ENSDNOG00000043254","CYP21A2","ortholog_one2one","ENSOCUG00000007053","CYP21A2","ortholog_one2one"
"ENSMODG00000017118","ARRDC1","ENSDNOG00000013123","ARRDC1","ortholog_one2one","ENSOCUG00000017576","ARRDC1","ortholog_one2one"
"ENSMODG00000017113","EHMT1","ENSDNOG00000018846","EHMT1","ortholog_one2one","ENSOCUG00000017581","EHMT1","ortholog_one2one"
"ENSMODG00000014936","TNXB","ENSDNOG00000044250","TNXB","ortholog_one2one","ENSOCUG00000007056","TNX","ortholog_one2one"
"ENSMODG00000017081","PCMTD2","ENSDNOG00000048287","PCMTD2","ortholog_one2one","ENSOCUG00000012879","PCMTD2","ortholog_one2one"
"ENSMODG00000017076","MYT1","ENSDNOG00000032037","MYT1","ortholog_one2one","ENSOCUG00000024866","MYT1","ortholog_one2one"
"ENSMODG00000014920","ATF6B","ENSDNOG00000042135","ATF6B","ortholog_one2one","ENSOCUG00000023089","ATF6B","ortholog_one2one"
"ENSMODG00000017062","RGS19","ENSDNOG00000013486","RGS19","ortholog_one2one","ENSOCUG00000026522","RGS19","ortholog_one2one"
"ENSMODG00000017051","PRPF6","ENSDNOG00000040544","PRPF6","ortholog_one2one","ENSOCUG00000014151","PRPF6","ortholog_one2one"
"ENSMODG00000014910","PRRT1","ENSDNOG00000039982","PRRT1","ortholog_one2one","ENSOCUG00000005485","PRRT1","ortholog_one2one"
"ENSMODG00000017043","ZNF512B","ENSDNOG00000043512","ZNF512B","ortholog_one2one","ENSOCUG00000007558","ZNF512B","ortholog_one2one"
"ENSMODG00000017036","UCKL1","ENSDNOG00000041706","UCKL1","ortholog_one2one","ENSOCUG00000004807","UCKL1","ortholog_one2one"
"ENSMODG00000017028","DNAJC5","ENSDNOG00000032589","DNAJC5","ortholog_one2one","ENSOCUG00000024286","DNAJC5","ortholog_one2one"
"ENSMODG00000023272","ABHD16B","ENSDNOG00000041507","ABHD16B","ortholog_one2one","ENSOCUG00000023082","ABHD16B","ortholog_one2one"
"ENSMODG00000017020","ZBTB46","ENSDNOG00000045164","ZBTB46","ortholog_one2one","ENSOCUG00000026351","ZBTB46","ortholog_one2one"
"ENSMODG00000014891","AGPAT1","ENSDNOG00000031697","AGPAT1","ortholog_one2one","ENSOCUG00000005498","AGPAT1","ortholog_one2one"
"ENSMODG00000027705","SLC2A4RG","ENSDNOG00000045627","SLC2A4RG","ortholog_one2one","ENSOCUG00000021954","SLC2A4RG","ortholog_one2one"
"ENSMODG00000017016","","ENSDNOG00000025874","","ortholog_one2one","ENSOCUG00000008687","","ortholog_one2one"
"ENSMODG00000014886","RNF5","ENSDNOG00000033018","RNF5","ortholog_one2one","ENSOCUG00000016417","RNF5","ortholog_one2one"
"ENSMODG00000017003","","ENSDNOG00000046492","","ortholog_one2one","ENSOCUG00000016343","","ortholog_one2one"
"ENSMODG00000014881","AGER","ENSDNOG00000034611","AGER","ortholog_one2one","ENSOCUG00000016426","AGER","ortholog_one2one"
"ENSMODG00000016974","GMEB2","ENSDNOG00000041843","GMEB2","ortholog_one2one","ENSOCUG00000025815","GMEB2","ortholog_one2one"
"ENSMODG00000014873","PBX2","ENSDNOG00000042174","PBX2","ortholog_one2one","ENSOCUG00000016439","PBX2","ortholog_one2one"
"ENSMODG00000016868","EEF1A2","ENSDNOG00000013873","EEF1A2","ortholog_one2one","ENSOCUG00000024687","EEF1A2","ortholog_one2one"
"ENSMODG00000016860","CHRNA4","ENSDNOG00000043797","CHRNA4","ortholog_one2one","ENSOCUG00000002185","CHRNA4","ortholog_one2one"
"ENSMODG00000016848","ARFGAP1","ENSDNOG00000048696","ARFGAP1","ortholog_one2one","ENSOCUG00000006024","ARFGAP1","ortholog_one2one"
"ENSMODG00000016842","YTHDF1","ENSDNOG00000043590","YTHDF1","ortholog_one2one","ENSOCUG00000012780","YTHDF1","ortholog_one2one"
"ENSMODG00000016838","SLC17A9","ENSDNOG00000039109","SLC17A9","ortholog_one2one","ENSOCUG00000007829","SLC17A9","ortholog_one2one"
"ENSMODG00000016832","DIDO1","ENSDNOG00000030898","DIDO1","ortholog_one2one","ENSOCUG00000009741","DIDO1","ortholog_one2one"
"ENSMODG00000016827","TCFL5","ENSDNOG00000044739","TCFL5","ortholog_one2one","ENSOCUG00000021283","TCFL5","ortholog_one2one"
"ENSMODG00000016823","COL9A3","ENSDNOG00000041006","COL9A3","ortholog_one2one","ENSOCUG00000001968","COL9A3","ortholog_one2one"
"ENSMODG00000016798","NTSR1","ENSDNOG00000044217","NTSR1","ortholog_one2one","ENSOCUG00000006710","NTSR1","ortholog_one2one"
"ENSMODG00000016709","OSBPL2","ENSDNOG00000041977","OSBPL2","ortholog_one2one","ENSOCUG00000005656","OSBPL2","ortholog_one2one"
"ENSMODG00000016699","MTG2","ENSDNOG00000045889","MTG2","ortholog_one2one","ENSOCUG00000005289","MTG2","ortholog_one2one"
"ENSMODG00000025678","HLA-DOB","ENSDNOG00000035697","HLA-DOB","ortholog_one2one","ENSOCUG00000029437","HLA-DOB","ortholog_one2one"
"ENSMODG00000016690","LSM14B","ENSDNOG00000025246","LSM14B","ortholog_one2one","ENSOCUG00000006279","LSM14B","ortholog_one2one"
"ENSMODG00000023261","FAM217B","ENSDNOG00000018124","FAM217B","ortholog_one2one","ENSOCUG00000021752","FAM217B","ortholog_one2one"
"ENSMODG00000016617","SYCP2","ENSDNOG00000018116","SYCP2","ortholog_one2one","ENSOCUG00000004037","SYCP2","ortholog_one2one"
"ENSMODG00000016615","PHACTR3","ENSDNOG00000012526","PHACTR3","ortholog_one2one","ENSOCUG00000023377","PHACTR3","ortholog_one2one"
"ENSMODG00000016611","EDN3","ENSDNOG00000036074","EDN3","ortholog_one2one","ENSOCUG00000025675","EDN3","ortholog_one2one"
"ENSMODG00000016610","ZNF831","ENSDNOG00000039522","ZNF831","ortholog_one2one","ENSOCUG00000016865","ZNF831","ortholog_one2one"
"ENSMODG00000016605","","ENSDNOG00000010781","","ortholog_one2one","ENSOCUG00000001042","","ortholog_one2one"
"ENSMODG00000016603","TUBB1","ENSDNOG00000010771","TUBB1","ortholog_one2one","ENSOCUG00000029727","TUBB1","ortholog_one2one"
"ENSMODG00000016601","CTSZ","ENSDNOG00000031747","CTSZ","ortholog_one2one","ENSOCUG00000010417","CTSZ","ortholog_one2one"
"ENSMODG00000016598","NELFCD","ENSDNOG00000012591","NELFCD","ortholog_one2one","ENSOCUG00000010406","NELFCD","ortholog_one2one"
"ENSMODG00000016562","NPEPL1","ENSDNOG00000037129","NPEPL1","ortholog_one2one","ENSOCUG00000012380","NPEPL1","ortholog_one2one"
"ENSMODG00000016558","","ENSDNOG00000024609","STX16","ortholog_one2one","ENSOCUG00000023365","STX16","ortholog_one2one"
"ENSMODG00000016549","VAPB","ENSDNOG00000012711","VAPB","ortholog_one2one","ENSOCUG00000016488","VAPB","ortholog_one2one"
"ENSMODG00000010599","OSCAR","ENSDNOG00000007012","OSCAR","ortholog_one2one","ENSOCUG00000024577","OSCAR","ortholog_one2one"
"ENSMODG00000023255","ANKRD60","ENSDNOG00000041878","ANKRD60","ortholog_one2one","ENSOCUG00000007971","ANKRD60","ortholog_one2one"
"ENSMODG00000023254","C20orf85","ENSDNOG00000044688","C20orf85","ortholog_one2one","ENSOCUG00000012766","C20orf85","ortholog_one2one"
"ENSMODG00000016515","","ENSDNOG00000037039","FAM111A","ortholog_one2one","ENSOCUG00000015042","FAM111A","ortholog_one2one"
"ENSMODG00000016512","PCK1","ENSDNOG00000019361","PCK1","ortholog_one2one","ENSOCUG00000017905","PCK1","ortholog_one2one"
"ENSMODG00000014366","PSMB8","ENSDNOG00000045248","PSMB8","ortholog_one2one","ENSOCUG00000002131","PSMB8","ortholog_one2one"
"ENSMODG00000016454","RAE1","ENSDNOG00000003627","RAE1","ortholog_one2one","ENSOCUG00000001585","RAE1","ortholog_one2one"
"ENSMODG00000014352","TAP1","ENSDNOG00000024030","TAP1","ortholog_one2one","ENSOCUG00000002135","TAP1","ortholog_one2one"
"ENSMODG00000023253","SPO11","ENSDNOG00000024599","SPO11","ortholog_one2one","ENSOCUG00000000378","SPO11","ortholog_one2one"
"ENSMODG00000016448","BMP7","ENSDNOG00000045446","BMP7","ortholog_one2one","ENSOCUG00000025711","BMP7","ortholog_one2one"
"ENSMODG00000014345","PSMB9","ENSDNOG00000035353","PSMB9","ortholog_one2one","ENSOCUG00000002139","PSMB9","ortholog_one2one"
"ENSMODG00000016445","TFAP2C","ENSDNOG00000014671","TFAP2C","ortholog_one2one","ENSOCUG00000010996","TFAP2C","ortholog_one2one"
"ENSMODG00000016442","RTFDC1","ENSDNOG00000013846","RTFDC1","ortholog_one2one","ENSOCUG00000017902","RTFDC1","ortholog_one2one"
"ENSMODG00000016441","GCNT7","ENSDNOG00000016201","GCNT7","ortholog_one2one","ENSOCUG00000017904","GCNT7","ortholog_one2one"
"ENSMODG00000016439","CASS4","ENSDNOG00000013836","CASS4","ortholog_one2one","ENSOCUG00000017901","CASS4","ortholog_one2one"
"ENSMODG00000014310","","ENSDNOG00000045752","","ortholog_one2one","ENSOCUG00000026567","RLA-DMB","ortholog_one2one"
"ENSMODG00000029544","MODO-DMA","ENSDNOG00000002005","HLA-DMA","ortholog_one2one","ENSOCUG00000022573","RLA-DMA","ortholog_one2one"
"ENSMODG00000016436","CSTF1","ENSDNOG00000031858","CSTF1","ortholog_one2one","ENSOCUG00000011351","CSTF1","ortholog_one2one"
"ENSMODG00000016435","AURKA","ENSDNOG00000041342","AURKA","ortholog_one2one","ENSOCUG00000017898","AURKA","ortholog_one2one"
"ENSMODG00000014295","BRD2","ENSDNOG00000006186","BRD2","ortholog_one2one","ENSOCUG00000003097","BRD2","ortholog_one2one"
"ENSMODG00000016432","FAM210B","ENSDNOG00000013803","FAM210B","ortholog_one2one","ENSOCUG00000017897","FAM210B","ortholog_one2one"
"ENSMODG00000016430","MC3R","ENSDNOG00000025087","MC3R","ortholog_one2one","ENSOCUG00000010002","MC3R","ortholog_one2one"
"ENSMODG00000016410","CBLN4","ENSDNOG00000046405","CBLN4","ortholog_one2one","ENSOCUG00000000072","CBLN4","ortholog_one2one"
"ENSMODG00000014286","COL11A2","ENSDNOG00000047004","COL11A2","ortholog_one2one","ENSOCUG00000016497","COL11A2","ortholog_one2one"
"ENSMODG00000016405","DOK5","ENSDNOG00000034798","DOK5","ortholog_one2one","ENSOCUG00000009223","DOK5","ortholog_one2one"
"ENSMODG00000016400","CYP24A1","ENSDNOG00000034492","CYP24A1","ortholog_one2one","ENSOCUG00000004935","CYP24A1","ortholog_one2one"
"ENSMODG00000025790","BCAS1","ENSDNOG00000047867","BCAS1","ortholog_one2one","ENSOCUG00000004927","BCAS1","ortholog_one2one"
"ENSMODG00000014249","RXRB","ENSDNOG00000015431","RXRB","ortholog_one2one","ENSOCUG00000011590","RXRBETA","ortholog_one2one"
"ENSMODG00000016392","ZNF217","ENSDNOG00000003396","ZNF217","ortholog_one2one","ENSOCUG00000011363","ZNF217","ortholog_one2one"
"ENSMODG00000014239","SLC39A7","ENSDNOG00000015430","SLC39A7","ortholog_one2one","ENSOCUG00000011598","SLC39A7","ortholog_one2one"
"ENSMODG00000016391","TSHZ2","ENSDNOG00000034743","TSHZ2","ortholog_one2one","ENSOCUG00000002587","TSHZ2","ortholog_one2one"
"ENSMODG00000016387","SALL4","ENSDNOG00000040633","SALL4","ortholog_one2one","ENSOCUG00000011797","SALL4","ortholog_one2one"
"ENSMODG00000016363","NFATC2","ENSDNOG00000015895","NFATC2","ortholog_one2one","ENSOCUG00000012556","NFATC2","ortholog_one2one"
"ENSMODG00000016358","KCNG1","ENSDNOG00000044743","KCNG1","ortholog_one2one","ENSOCUG00000011013","KCNG1","ortholog_one2one"
"ENSMODG00000016350","ADNP","ENSDNOG00000001749","ADNP","ortholog_one2one","ENSOCUG00000014704","ADNP","ortholog_one2one"
"ENSMODG00000016356","DPM1","ENSDNOG00000036829","DPM1","ortholog_one2one","ENSOCUG00000014708","DPM1","ortholog_one2one"
"ENSMODG00000014191","PFDN6","ENSDNOG00000036182","PFDN6","ortholog_one2one","ENSOCUG00000010559","PFDN6","ortholog_one2one"
"ENSMODG00000014185","RGL2","ENSDNOG00000011897","RGL2","ortholog_one2one","ENSOCUG00000026930","RGL2","ortholog_one2one"
"ENSMODG00000014159","TAPBP","ENSDNOG00000035668","TAPBPL","ortholog_one2one","ENSOCUG00000010563","TAPBP","ortholog_one2one"
"ENSMODG00000025761","BCAS4","ENSDNOG00000045798","BCAS4","ortholog_one2one","ENSOCUG00000014694","BCAS4","ortholog_one2one"
"ENSMODG00000016345","FAM65C","ENSDNOG00000032214","FAM65C","ortholog_one2one","ENSOCUG00000016769","FAM65C","ortholog_one2one"
"ENSMODG00000016335","PTPN1","ENSDNOG00000032438","PTPN1","ortholog_one2one","ENSOCUG00000008605","PTPN1","ortholog_one2one"
"ENSMODG00000016314","CEBPB","ENSDNOG00000041573","CEBPB","ortholog_one2one","ENSOCUG00000024667","CEBPB","ortholog_one2one"
"ENSMODG00000014132","KIFC1","ENSDNOG00000016407","KIFC1","ortholog_one2one","ENSOCUG00000010708","KIFC1","ortholog_one2one"
"ENSMODG00000016312","TMEM189","ENSDNOG00000036975","","ortholog_one2one","ENSOCUG00000003571","","ortholog_one2one"
"ENSMODG00000016308","RNF114","ENSDNOG00000009113","RNF114","ortholog_one2one","ENSOCUG00000011229","RNF114","ortholog_one2one"
"ENSMODG00000014121","PHF1","ENSDNOG00000035614","PHF1","ortholog_one2one","ENSOCUG00000013680","PHF1","ortholog_one2one"
"ENSMODG00000016307","SPATA2","ENSDNOG00000037737","SPATA2","ortholog_one2one","ENSOCUG00000021907","SPATA2","ortholog_one2one"
"ENSMODG00000016304","SLC9A8","ENSDNOG00000008724","SLC9A8","ortholog_one2one","ENSOCUG00000011219","SLC9A8","ortholog_one2one"
"ENSMODG00000016301","B4GALT5","ENSDNOG00000001242","B4GALT5","ortholog_one2one","ENSOCUG00000005982","B4GALT5","ortholog_one2one"
"ENSMODG00000014104","SYNGAP1","ENSDNOG00000002048","SYNGAP1","ortholog_one2one","ENSOCUG00000001039","SYNGAP1","ortholog_one2one"
"ENSMODG00000016298","PTGIS","ENSDNOG00000025660","PTGIS","ortholog_one2one","ENSOCUG00000000094","PTGIS","ortholog_one2one"
"ENSMODG00000016295","KCNB1","ENSDNOG00000000147","KCNB1","ortholog_one2one","ENSOCUG00000024174","KCNB1","ortholog_one2one"
"ENSMODG00000014092","ZBTB9","ENSDNOG00000037834","ZBTB9","ortholog_one2one","ENSOCUG00000025266","ZBTB9","ortholog_one2one"
"ENSMODG00000014089","BAK1","ENSDNOG00000037578","BAK1","ortholog_one2one","ENSOCUG00000002556","BAK1","ortholog_one2one"
"ENSMODG00000016290","ZNFX1","ENSDNOG00000037538","ZNFX1","ortholog_one2one","ENSOCUG00000009811","ZNFX1","ortholog_one2one"
"ENSMODG00000016285","DDX27","ENSDNOG00000019453","DDX27","ortholog_one2one","ENSOCUG00000016108","DDX27","ortholog_one2one"
"ENSMODG00000014069","ITPR3","ENSDNOG00000034165","ITPR3","ortholog_one2one","ENSOCUG00000005766","ITPR3","ortholog_one2one"
"ENSMODG00000016276","STAU1","ENSDNOG00000014933","STAU1","ortholog_one2one","ENSOCUG00000006214","STAU1","ortholog_one2one"
"ENSMODG00000016269","CSE1L","ENSDNOG00000014906","CSE1L","ortholog_one2one","ENSOCUG00000005459","CSE1L","ortholog_one2one"
"ENSMODG00000013996","UQCC2","ENSDNOG00000046069","UQCC2","ortholog_one2one","ENSOCUG00000005802","UQCC2","ortholog_one2one"
"ENSMODG00000013993","IP6K3","ENSDNOG00000001433","IP6K3","ortholog_one2one","ENSOCUG00000029364","IP6K3","ortholog_one2one"
"ENSMODG00000013987","LEMD2","ENSDNOG00000049615","LEMD2","ortholog_one2one","ENSOCUG00000022909","LEMD2","ortholog_one2one"
"ENSMODG00000013970","GRM4","ENSDNOG00000045454","GRM4","ortholog_one2one","ENSOCUG00000002450","GRM4","ortholog_one2one"
"ENSMODG00000013940","HMGA1","ENSDNOG00000048093","HMGA1","ortholog_one2one","ENSOCUG00000022537","HMGA1","ortholog_one2one"
"ENSMODG00000013933","NUDT3","ENSDNOG00000008591","NUDT3","ortholog_one2one","ENSOCUG00000013405","NUDT3","ortholog_one2one"
"ENSMODG00000016267","ARFGEF2","ENSDNOG00000014873","ARFGEF2","ortholog_one2one","ENSOCUG00000005446","ARFGEF2","ortholog_one2one"
"ENSMODG00000016258","PREX1","ENSDNOG00000010708","PREX1","ortholog_one2one","ENSOCUG00000012654","PREX1","ortholog_one2one"
"ENSMODG00000016247","SULF2","ENSDNOG00000018630","SULF2","ortholog_one2one","ENSOCUG00000024273","SULF2","ortholog_one2one"
"ENSMODG00000016243","NCOA3","ENSDNOG00000018625","NCOA3","ortholog_one2one","ENSOCUG00000005988","NCOA3","ortholog_one2one"
"ENSMODG00000013916","SPDEF","ENSDNOG00000047693","SPDEF","ortholog_one2one","ENSOCUG00000009812","SPDEF","ortholog_one2one"
"ENSMODG00000016238","ZMYND8","ENSDNOG00000010604","ZMYND8","ortholog_one2one","ENSOCUG00000005576","ZMYND8","ortholog_one2one"
"ENSMODG00000013910","C6orf106","ENSDNOG00000043233","C6orf106","ortholog_one2one","ENSOCUG00000024862","C6orf106","ortholog_one2one"
"ENSMODG00000016233","EYA2","ENSDNOG00000010577","EYA2","ortholog_one2one","ENSOCUG00000002658","EYA2","ortholog_one2one"
"ENSMODG00000013895","UHRF1BP1","ENSDNOG00000011268","UHRF1BP1","ortholog_one2one","ENSOCUG00000002018","UHRF1BP1","ortholog_one2one"
"ENSMODG00000016232","SLC2A10","ENSDNOG00000008093","SLC2A10","ortholog_one2one","ENSOCUG00000024203","SLC2A10","ortholog_one2one"
"ENSMODG00000016228","SLC13A3","ENSDNOG00000045866","SLC13A3","ortholog_one2one","ENSOCUG00000017615","SLC13A3","ortholog_one2one"
"ENSMODG00000013855","ANKS1A","ENSDNOG00000011328","ANKS1A","ortholog_one2one","ENSOCUG00000015569","ANKS1A","ortholog_one2one"
"ENSMODG00000013831","SCUBE3","ENSDNOG00000002611","SCUBE3","ortholog_one2one","ENSOCUG00000015611","SCUBE3","ortholog_one2one"
"ENSMODG00000013806","ZNF76","ENSDNOG00000015856","ZNF76","ortholog_one2one","ENSOCUG00000015630","ZNF76","ortholog_one2one"
"ENSMODG00000013789","DEF6","ENSDNOG00000048610","DEF6","ortholog_one2one","ENSOCUG00000015644","DEF6","ortholog_one2one"
"ENSMODG00000016227","OCSTAMP","ENSDNOG00000044610","OCSTAMP","ortholog_one2one","ENSOCUG00000001648","OCSTAMP","ortholog_one2one"
"ENSMODG00000013778","PPARD","ENSDNOG00000038434","PPARD","ortholog_one2one","ENSOCUG00000007732","PPAR-D/B","ortholog_one2one"
"ENSMODG00000016224","JPH2","ENSDNOG00000041210","JPH2","ortholog_one2one","ENSOCUG00000026221","JPH2","ortholog_one2one"
"ENSMODG00000016223","OSER1","ENSDNOG00000035623","OSER1","ortholog_one2one","ENSOCUG00000004094","OSER1","ortholog_one2one"
"ENSMODG00000016221","GDAP1L1","ENSDNOG00000031822","GDAP1L1","ortholog_one2one","ENSOCUG00000004099","GDAP1L1","ortholog_one2one"
"ENSMODG00000013762","TEAD3","ENSDNOG00000023623","TEAD3","ortholog_one2one","ENSOCUG00000004072","TEAD3","ortholog_one2one"
"ENSMODG00000016219","R3HDML","ENSDNOG00000005580","R3HDML","ortholog_one2one","ENSOCUG00000000330","R3HDML","ortholog_one2one"
"ENSMODG00000013758","TULP1","ENSDNOG00000047278","TULP1","ortholog_one2one","ENSOCUG00000015810","TULP1","ortholog_one2one"
"ENSMODG00000016216","HNF4A","ENSDNOG00000031801","HNF4A","ortholog_one2one","ENSOCUG00000006841","HNF4A","ortholog_one2one"
"ENSMODG00000016207","ADA","ENSDNOG00000025429","ADA","ortholog_one2one","ENSOCUG00000010107","ADA","ortholog_one2one"
"ENSMODG00000016211","TTPAL","ENSDNOG00000001541","TTPAL","ortholog_one2one","ENSOCUG00000004260","TTPAL","ortholog_one2one"
"ENSMODG00000016210","SERINC3","ENSDNOG00000005467","SERINC3","ortholog_one2one","ENSOCUG00000004265","SERINC3","ortholog_one2one"
"ENSMODG00000013757","FKBP5","ENSDNOG00000004678","FKBP5","ortholog_one2one","ENSOCUG00000005513","FKBP5","ortholog_one2one"
"ENSMODG00000016209","PKIG","ENSDNOG00000036896","PKIG","ortholog_one2one","ENSOCUG00000010103","PKIG","ortholog_one2one"
"ENSMODG00000013752","ARMC12","ENSDNOG00000035258","ARMC12","ortholog_one2one","ENSOCUG00000005519","ARMC12","ortholog_one2one"
"ENSMODG00000016205","WISP2","ENSDNOG00000043883","WISP2","ortholog_one2one","ENSOCUG00000026368","WISP2","ortholog_one2one"
"ENSMODG00000013747","CLPS","ENSDNOG00000044882","CLPS","ortholog_one2one","ENSOCUG00000024610","CLPS","ortholog_one2one"
"ENSMODG00000016202","RIMS4","ENSDNOG00000031340","RIMS4","ortholog_one2one","ENSOCUG00000015710","RIMS4","ortholog_one2one"
"ENSMODG00000013743","LHFPL5","ENSDNOG00000043114","LHFPL5","ortholog_one2one","ENSOCUG00000011446","LHFPL5","ortholog_one2one"
"ENSMODG00000013740","mdo-mir-7265","ENSDNOG00000015578","SRPK1","ortholog_one2one","ENSOCUG00000008660","SRPK1","ortholog_one2one"
"ENSMODG00000013715","SLC26A8","ENSDNOG00000015584","SLC26A8","ortholog_one2one","ENSOCUG00000014776","SLC26A8","ortholog_one2one"
"ENSMODG00000016198","PABPC1L","ENSDNOG00000048450","PABPC1L","ortholog_one2one","ENSOCUG00000003005","PABPC1L","ortholog_one2one"
"ENSMODG00000016196","TOMM34","ENSDNOG00000039897","TOMM34","ortholog_one2one","ENSOCUG00000003012","TOMM34","ortholog_one2one"
"ENSMODG00000013704","MAPK14","ENSDNOG00000032651","MAPK14","ortholog_one2one","ENSOCUG00000029416","MAPK14","ortholog_one2one"
"ENSMODG00000016194","STK4","ENSDNOG00000039637","STK4","ortholog_one2one","ENSOCUG00000003016","STK4","ortholog_one2one"
"ENSMODG00000016191","KCNS1","ENSDNOG00000012849","KCNS1","ortholog_one2one","ENSOCUG00000022113","KCNS1","ortholog_one2one"
"ENSMODG00000016189","MATN4","ENSDNOG00000014948","MATN4","ortholog_one2one","ENSOCUG00000009079","MATN4","ortholog_one2one"
"ENSMODG00000016187","RBPJL","ENSDNOG00000011919","RBPJL","ortholog_one2one","ENSOCUG00000009087","RBPJL","ortholog_one2one"
"ENSMODG00000016186","SDC4","ENSDNOG00000011932","SDC4","ortholog_one2one","ENSOCUG00000009097","SDC4","ortholog_one2one"
"ENSMODG00000016180","DBNDD2","ENSDNOG00000049269","DBNDD2","ortholog_one2one","ENSOCUG00000022929","DBNDD2","ortholog_one2one"
